-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.4, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.4, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.4, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.5, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.5, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.5, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.5, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.5, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.6, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.6, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.6, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.6, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.6, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.7, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.7, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.7, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.7, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.7, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.8, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.8, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.8, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.8, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.8, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.9, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.9, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.9, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.9, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  15.9, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.0, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.0, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.0, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.0, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.0, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.1, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.1, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.1, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.1, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.1, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.2, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.2, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.2, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.2, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.2, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.3, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.3, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.3, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.3, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.3, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.4, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
-144, -180, 900, -587, 0, 0, 0, 900, 900, 900, 900,  16.4, 900, 900, 900, 900,  0.00,  0.00,  0.00, 0, 0, 0
